id_servicio_pdf,pagina_pdf,sector,tipo_dia,sentido,servicio,estacion_origen,hora_salida_origen,hora_llegada_orig,estacion_terminal,hora_llegada_term,hora_salida_term,n_estaciones_hora
P13|Talcahuano a Laja|20330,13,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20330,Mercado,19:31,19:34,HUALQUI,20:27,20:21,13
P13|Talcahuano a Laja|20332,13,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20332,Mercado,20:01,20:04,HUALQUI,20:57,20:51,13
P13|Talcahuano a Laja|20855,13,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20855,Mercado,20:55,20:58,LAJA,23:14,23:08,23
P13|Talcahuano a Laja|20264,13,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20264,Mercado,21:10,21:13,EL ARENAL,21:13,21:10,2
P13|Talcahuano a Laja|20266,13,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20266,Mercado,21:59,22:02,EL ARENAL,22:02,21:59,2
P13|Talcahuano a Laja|20270,13,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20270,Mercado,21:59,22:20,CONCEPCIÓN,22:20,22:02,3
P13|Talcahuano a Laja|20272,13,LAJA-TALCAHUANO,Lunes a Viernes,Talcahuano a Laja,20272,Mercado,22:50,22:53,EL ARENAL,22:53,22:50,2
P14|Laja a Talcahuano|20844,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20844,LAJA,10:55,11:01,Mercado,13:13,13:10,23
P14|Laja a Talcahuano|20229,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20229,EL ARENAL,12:23,12:26,Mercado,12:26,12:23,2
P14|Laja a Talcahuano|20846,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20846,LAJA,15:38,15:44,Mercado,17:56,17:53,23
P14|Laja a Talcahuano|20243,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20243,EL ARENAL,15:55,15:58,Mercado,15:58,15:55,2
P14|Laja a Talcahuano|20321,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20321,HUALQUI,16:00,16:09,Mercado,16:56,16:53,13
P14|Laja a Talcahuano|20327,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20327,HUALQUI,18:00,18:09,Mercado,18:56,18:53,13
P14|Laja a Talcahuano|20331,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20331,HUALQUI,19:00,19:09,Mercado,19:56,19:53,13
P14|Laja a Talcahuano|20848,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20848,LAJA,19:08,19:14,Mercado,21:26,21:23,23
P14|Laja a Talcahuano|20263,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20263,HUALQUI,20:00,20:43,EL ARENAL,20:43,20:24,6
P14|Laja a Talcahuano|20850,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20850,LAJA,8:05,8:11,Mercado,10:23,10:20,23
P14|Laja a Talcahuano|20213,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20213,EL ARENAL,8:24,8:27,Mercado,8:27,8:24,2
P14|Laja a Talcahuano|20341,14,LAJA-TALCAHUANO,Sábado,Laja a Talcahuano,20341,HUALQUI,9:00,9:09,Mercado,9:56,9:53,13
P14|Talcahuano a Laja|20312,14,LAJA-TALCAHUANO,Sábado,Talcahuano a Laja,20312,Mercado,10:01,10:04,HUALQUI,10:57,10:51,13
P14|Talcahuano a Laja|20224,14,LAJA-TALCAHUANO,Sábado,Talcahuano a Laja,20224,Mercado,10:26,10:29,EL ARENAL,10:29,10:26,2
P14|Talcahuano a Laja|20859,14,LAJA-TALCAHUANO,Sábado,Talcahuano a Laja,20859,Mercado,12:30,12:33,LAJA,14:48,14:42,23
P14|Talcahuano a Laja|20234,14,LAJA-TALCAHUANO,Sábado,Talcahuano a Laja,20234,Mercado,13:16,13:19,EL ARENAL,13:19,13:16,2
P14|Talcahuano a Laja|20845,14,LAJA-TALCAHUANO,Sábado,Talcahuano a Laja,20845,Mercado,16:01,16:04,LAJA,18:20,18:14,23
P14|Talcahuano a Laja|20322,14,LAJA-TALCAHUANO,Sábado,Talcahuano a Laja,20322,Mercado,17:01,17:04,HUALQUI,17:57,17:51,13
P14|Talcahuano a Laja|20326,14,LAJA-TALCAHUANO,Sábado,Talcahuano a Laja,20326,Mercado,18:01,18:04,HUALQUI,18:57,18:51,13
P14|Talcahuano a Laja|20328,14,LAJA-TALCAHUANO,Sábado,Talcahuano a Laja,20328,Mercado,19:01,19:04,HUALQUI,19:57,19:51,13
P14|Talcahuano a Laja|20847,14,LAJA-TALCAHUANO,Sábado,Talcahuano a Laja,20847,Mercado,20:01,20:04,LAJA,22:20,22:14,23
P14|Talcahuano a Laja|20268,14,LAJA-TALCAHUANO,Sábado,Talcahuano a Laja,20268,Mercado,21:29,21:32,EL ARENAL,21:32,21:29,2
P14|Talcahuano a Laja|20857,14,LAJA-TALCAHUANO,Sábado,Talcahuano a Laja,20857,Mercado,8:30,8:33,LAJA,10:48,10:42,23
P15|Laja a Talcahuano|20844,15,LAJA-TALCAHUANO,Domingo,Laja a Talcahuano,20844,LAJA,10:55,11:01,Mercado,13:13,13:10,23
P15|Laja a Talcahuano|20229,15,LAJA-TALCAHUANO,Domingo,Laja a Talcahuano,20229,EL ARENAL,12:23,12:26,Mercado,12:26,12:23,2
P15|Laja a Talcahuano|20846,15,LAJA-TALCAHUANO,Domingo,Laja a Talcahuano,20846,LAJA,15:38,15:44,Mercado,17:56,17:53,23
P15|Laja a Talcahuano|20243,15,LAJA-TALCAHUANO,Domingo,Laja a Talcahuano,20243,EL ARENAL,15:55,15:58,Mercado,15:58,15:55,2
P15|Laja a Talcahuano|20848,15,LAJA-TALCAHUANO,Domingo,Laja a Talcahuano,20848,LAJA,19:08,19:14,Mercado,21:26,21:23,23
P15|Laja a Talcahuano|20259,15,LAJA-TALCAHUANO,Domingo,Laja a Talcahuano,20259,EL ARENAL,19:55,19:58,Mercado,19:58,19:55,2
P15|Laja a Talcahuano|20850,15,LAJA-TALCAHUANO,Domingo,Laja a Talcahuano,20850,LAJA,8:05,8:11,Mercado,10:23,10:20,23
P15|Laja a Talcahuano|20213,15,LAJA-TALCAHUANO,Domingo,Laja a Talcahuano,20213,EL ARENAL,8:24,8:27,Mercado,8:27,8:24,2
P15|Talcahuano a Laja|20224,15,LAJA-TALCAHUANO,Domingo,Talcahuano a Laja,20224,Mercado,10:26,10:29,EL ARENAL,10:29,10:26,2
P15|Talcahuano a Laja|20859,15,LAJA-TALCAHUANO,Domingo,Talcahuano a Laja,20859,Mercado,12:30,12:33,LAJA,14:48,14:42,23
P15|Talcahuano a Laja|20234,15,LAJA-TALCAHUANO,Domingo,Talcahuano a Laja,20234,Mercado,13:16,13:19,EL ARENAL,13:19,13:16,2
P15|Talcahuano a Laja|20845,15,LAJA-TALCAHUANO,Domingo,Talcahuano a Laja,20845,Mercado,16:01,16:04,LAJA,18:20,18:14,23
P15|Talcahuano a Laja|20254,15,LAJA-TALCAHUANO,Domingo,Talcahuano a Laja,20254,Mercado,17:59,18:02,EL ARENAL,18:02,17:59,2
P15|Talcahuano a Laja|20262,15,LAJA-TALCAHUANO,Domingo,Talcahuano a Laja,20262,EL ARENAL,19:50,20:05,CONCEPCIÓN,20:05,19:50,2
P15|Talcahuano a Laja|20847,15,LAJA-TALCAHUANO,Domingo,Talcahuano a Laja,20847,Mercado,20:01,20:04,LAJA,22:20,22:14,23
P15|Talcahuano a Laja|20268,15,LAJA-TALCAHUANO,Domingo,Talcahuano a Laja,20268,Mercado,21:29,21:32,EL ARENAL,21:32,21:29,2
P15|Talcahuano a Laja|20857,15,LAJA-TALCAHUANO,Domingo,Talcahuano a Laja,20857,Mercado,8:30,8:33,LAJA,10:48,10:42,23
